,Symbol,Market,Name,Sector,Industry,ListingDate,SettleMonth,Representative,HomePage,Region,
30,213630,KOSPI,ARIRANG 미국다우존스고배당주(합성 H),,,,,,,,
31,332610,KOSPI,ARIRANG 미국단기우량회사채,,,,,,,,
32,332620,KOSPI,ARIRANG 미국장기우량회사채,,,,,,,,
33,195970,KOSPI,ARIRANG 선진국MSCI(합성 H),,,,,,,,
34,238670,KOSPI,ARIRANG 스마트베타Quality채권혼합,,,,,,,,
35,195980,KOSPI,ARIRANG 신흥국MSCI(합성 H),,,,,,,,
36,373530,KOSPI,ARIRANG 신흥국MSCI인버스(합성 H),,,,,,,,
37,256450,KOSPI,ARIRANG 심천차이넥스트(합성),,,,,,,,
38,239660,KOSPI,ARIRANG 우량회사채50 1년,,,,,,,,
39,280920,KOSPI,ARIRANG 주도업종,,,,,,,,
40,266550,KOSPI,ARIRANG 중형주저변동50,,,,,,,,
41,301400,KOSPI,ARIRANG 코스닥150,,,,,,,,
42,301410,KOSPI,ARIRANG 코스닥150선물인버스,,,,,,,,
43,227830,KOSPI,ARIRANG 코스피,,,,,,,,
44,122090,KOSPI,ARIRANG 코스피50,,,,,,,,
45,328370,KOSPI,ARIRANG 코스피TR,,,,,,,,
46,301440,KOSPI,ARIRANG 코스피중형주,,,,,,,,
47,376250,KOSPI,ARIRANG 탄소효율그린뉴딜,,,,,,,,
48,27410,KOSPI,BGF,기타 금융업,지주회사,2014-05-19,12월,홍정국,http://www.bgf.co.kr,서울특별시,
49,282330,KOSPI,BGF리테일,종합 소매업,체인화 편의점,2017-12-08,12월,이건준,http://www.bgfretail.com,서울특별시,
50,32790,KOSDAQ,BNGT,기계장비 및 관련 물품 도매업,"Bio 이종장기 사업, ICT 프린터 현상기",1997-06-26,12월,조상환,http://www.mgenplus.com,서울특별시,
51,138930,KOSPI,BNK금융지주,기타 금융업,금융지주회사,2011-03-30,12월,김지완,http://www.bnkfg.com,부산광역시,
52,1460,KOSPI,BYC,봉제의복 제조업,"메리야스,란제리 제조,도매/건축공사/부동산 임대,분양,공급",1975-06-02,12월,김 대 환,http://home.byc.co.kr,서울특별시,
53,1465,KOSPI,BYC우,,,,,,,,
54,13720,KOSDAQ,CBI,자동차 신품 부품 제조업,엔진부품,1993-12-29,12월,오경원,http://www.cheongbo.co.kr,인천광역시,
55,1040,KOSPI,CJ,기타 금융업,지주회사,1973-06-29,12월,"손경식, 김홍기",http://www.cj.net,서울특별시,
56,79160,KOSPI,CJ CGV,"영화, 비디오물, 방송프로그램 제작 및 배급업","영화상영,영화관 운영",2004-12-24,12월,허민회,http://www.cgv.co.kr,서울특별시,
57,35760,KOSDAQ,CJ ENM,텔레비전 방송업,"의류, 생활주방, 가전제품, 보석, 기타",1999-11-23,12월,"Minho Hou, Ho Sung Kang",http://www.cjmall.com,서울특별시,
58,00104K,KOSPI,CJ4우(전환),,,,,,,,
59,120,KOSPI,CJ대한통운,도로 화물 운송업,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",1956-07-02,12월,강신호,http://www.cjlogistics.com,서울특별시,
60,11150,KOSPI,CJ씨푸드,기타 식품 제조업,"수산물(어묵,맛살)가공품 도매,원양수산업,수출입",1988-11-26,12월,"이인덕, 오재석(각자대표)",http://www.cjseafood.net,경기도,
61,11155,KOSPI,CJ씨푸드1우,,,,,,,,
62,1045,KOSPI,CJ우,,,,,,,,
63,97950,KOSPI,CJ제일제당,기타 식품 제조업,"설탕,소맥분,조미식품,육가공식품(돈육,돼지비계,돼지식용설육),대두가공식품,사료,의약품,생활화학제품 제조,도매,무역/통신판매",2007-09-28,12월,"손경식, 최은석 (각자 대표이사)",http://www.cj.co.kr,서울특별시,
64,97955,KOSPI,CJ제일제당 우,,,,,,,,
65,51500,KOSDAQ,CJ프레시웨이,음·식료품 및 담배 도매업,"식자재유통, 단체급식",2001-07-26,12월,정성필,http://www.cjfreshway.com,경기도,
66,58820,KOSDAQ,CMG제약,의약품 제조업,의약품,2001-08-31,12월,이주형,http://www.cmgpharma.co.kr,서울특별시,
67,23460,KOSDAQ,CNH,신탁업 및 집합투자업,투자자문,1994-10-07,12월,"임영기,김양수(각자 대표이사)",http://www.cnhcap.co.kr,경기도,
68,56730,KOSDAQ,CNT85,기타 전문 도매업,산업설비 제조외,2002-01-04,12월,박종승,http://www.cnt85.com,경기도,
69,56000,KOSDAQ,COWON,소프트웨어 개발 및 공급업,모바일게임,2003-07-11,12월,이승훈,http://www.nesm.co.kr,서울특별시,
70,65770,KOSDAQ,CS,통신 및 방송 장비 제조업,"이동통신중계기, 위성방송(DMB)중계기(Gap-Filler)",2004-06-04,12월,최규훈,http://www.cs-holdings.co.kr,경기도,
71,83660,KOSDAQ,CSA 코스믹,기타 화학제품 제조업,"물탱크,상하수도용도류벽,축산탱크",2006-07-25,12월,조성아,http://www.gentro.co.kr,서울특별시,
72,590,KOSPI,CS홀딩스,기타 금융업,"브랜드 수익, 자회사 배당",1975-12-22,12월,임규섭,http://www.chosunwelding.com,경상북도,
73,12030,KOSPI,DB,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","컴퓨터 프로그래밍, 시스템 통합 및 관리",1993-01-06,12월,"문덕식,강운식 (각자 대표이사)",http://www.dbinc.co.kr,서울특별시,
74,367340,KOSDAQ,DB금융스팩8호,기타 금융업,기업인수 및 합병,2020-12-09,12월,홍창배,,서울특별시,
75,367360,KOSDAQ,DB금융스팩9호,금융 지원 서비스업,기업인수 및 합병,2021-03-16,12월,김창희,,서울특별시,
76,16610,KOSPI,DB금융투자,금융 지원 서비스업,"유가증권,위탁매매,인수,자기매매",1988-06-27,12월,고원종,http://db-fi.com,서울특별시,
77,5830,KOSPI,DB손해보험,보험업,"자동차보험,화재보험,해상보험,특종보험,장기보험",1973-06-28,12월,김정남,http://www.idbins.com,서울특별시,
78,990,KOSPI,DB하이텍,반도체 제조업,반도체 제조,1975-12-12,12월,최창식,http://www.dbhitek.co.kr,경기도,
79,995,KOSPI,DB하이텍1우,,,,,,,,
80,139130,KOSPI,DGB금융지주,기타 금융업,지주회사,2011-06-07,12월,김태오,http://www.dgbfg.co.kr,대구광역시,
81,1530,KOSPI,DI동일,상품 중개업,"면사,화섬사,면포,혼방포,스포츠웨어용 신합섬 제조,도매,수출",1964-01-04,12월,"서태원, 손재선",http://www.dong-il.com,서울특별시,
82,210,KOSPI,DL,기타 금융업,지주회사,1976-02-02,12월,전병욱,http://www.dlholdings.co.kr,서울특별시,
83,1880,KOSPI,DL건설,건물 건설업,"도로건설공사,토목공사,건축공사,조경공사/부동산 임대,매매",1977-12-22,12월,조남창,http://www.dlconstruction.co.kr,인천광역시,
84,215,KOSPI,DL우,,,,,,,,
85,375500,KOSPI,DL이앤씨,토목 건설업,토목 건설 사업,2021-01-25,12월,마창민,,서울특별시,
86,37550K,KOSPI,DL이앤씨우,,,,,,,,
87,68790,KOSDAQ,DMS,특수 목적용 기계 제조업,LCD 제조장비,2004-10-01,12월,박용석,http://www.dms21.co.kr,경기도,
88,4840,KOSPI,DRB동일,고무제품 제조업,"고무벨트(V벨트,콘베이어벨트,평벨트),프라스틱제품 제조,판매",1976-05-21,12월,류영식,http://drbworld.com,부산광역시,
89,241520,KOSDAQ,DSC인베스트먼트,신탁업 및 집합투자업,투자조합 결성 및 투자,2016-12-19,12월,윤건수,http://www.dscinvestment.com,서울특별시,
90,155660,KOSPI,DSR,1차 비철금속 제조업,합섬섬유로프,2013-05-15,12월,홍석빈,http://www.dsr.com,부산광역시,
91,69730,KOSPI,DSR제강,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",2003-01-28,12월,홍하종,http://www.dsrcorp.com,전라남도,
92,17940,KOSPI,E1,기타 전문 도매업,"LPG(프로판,부탄가스),가스기기판매",1997-08-27,12월,"구자용, 구동휘, 천정식 (각자 대표이사)",http://www.e1.co.kr,서울특별시,
93,245620,KOSDAQ,EDGC,자연과학 및 공학 연구개발업,유전체 분석 진단 서비스,2018-06-26,12월,"각자대표이사 신상철, 이민섭",http://www.edgc.com,인천광역시,
94,37370,KOSDAQ,EG,토목 건설업,"산화철, 대기수처리방지시설, 무역",2000-01-11,12월,박지만,http://www.egcorp.co.kr,충청남도,
95,278990,KONEX,EMB,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","태양광ESS,휴대폰 액세서리",2017-10-31,12월,홍지태,http://www.fineemtech.co.kr,경기도,
96,79190,KOSDAQ,EMW,통신 및 방송 장비 제조업,휴대폰안테나,2005-11-29,12월,"이승준, LLOYD YEONSU LEE (각자 대표이사)",http://emw.co.kr,인천광역시,
97,365550,KOSPI,ESR켄달스퀘어리츠,부동산 임대 및 공급업,부동산투자,2020-12-23,05월,박래익,http://www.esrks-reit.com,서울특별시,
98,50120,KOSDAQ,ES큐브,생활용품 도매업,"텐트, 원 ·부자재",2002-04-25,12월,신희민,http://www.escube.co.kr,서울특별시,
99,383220,KOSPI,F&F,봉제의복 제조업,"MLB, MLB KIDS, DISCOVERY 등 패션의류제품",2021-05-21,12월,김창수,http://www.fnf.co.kr,서울특별시,
100,7700,KOSPI,F&F홀딩스,기타 금융업,"스포츠웨어(골프웨어) 제조/도서출판(단행본,유아/아동전집류(아인슈타인시리즈),잡지)/이천고속도로휴게소/문구사무용품,수입의류 판매,소매",1984-10-04,12월,박의헌,http://www.fnf.co.kr,서울특별시,
101,285690,KOSPI,FOCUS ESG리더스,,,,,,,,
102,292730,KOSPI,FOCUS KRX300,,,,,,,,
103,402520,KOSPI,FOCUS 혁신기업액티브,,,,,,,,
104,214270,KOSDAQ,FSN,소프트웨어 개발 및 공급업,카울리,2015-03-25,12월,"이상석, 서정교 (각자 대표이사)",http://fsn.co.kr,서울특별시,
105,73501BB4,KOSPI,GB국민참여정책형뉴딜A,,,,,,,,
106,73502BB4,KOSPI,GB국민참여정책형뉴딜C,,,,,,,,
107,73503BB4,KOSPI,GB국민참여정책형뉴딜I,,,,,,,,
108,73501BA2,KOSPI,GB중소성장기업A,,,,,,,,
109,73502BA2,KOSPI,GB중소성장기업C,,,,,,,,
110,73503BA2,KOSPI,GB중소성장기업I,,,,,,,,
111,130500,KOSDAQ,GH신소재,기타 섬유제품 제조업,"자동차용 부직포, 폴리우레탄 폼",2013-08-02,12월,우희구,http://www.ghglobal.co.kr,경상북도,
112,114090,KOSPI,GKL,유원지 및 기타 오락관련 서비스업,카지노,2009-11-19,12월,김영산,http://www.grandkorea.com,서울특별시,
113,900290,KOSDAQ,GRT,기타 금융업,"광학필름, 포장필름",2016-10-25,06월,주영남,,홍콩,
114,78930,KOSPI,GS,기타 금융업,지주회사/부동산 임대,2004-08-05,12월,"허태수, 홍순기 (각자 대표이사)",,서울특별시,
115,83450,KOSDAQ,GST,특수 목적용 기계 제조업,"GasScrubber,Chiller",2006-02-01,12월,"김덕준, 장광수(각자대표)",http://www.gst-in.com,경기도,
116,6360,KOSPI,GS건설,건물 건설업,"토목공사,건축공사,주택공사,산업플랜트공사,리모델링공사,시설물유지관리공사/산업설비설계,감리 용역,수출입/에너지관리 진단,연구개발",1981-08-03,12월,"허창수, 임병용(각자 대표이사)",http://www.gsconst.co.kr/,서울특별시,
117,1250,KOSPI,GS글로벌,상품 종합 도매업,"수출입업(시멘트,철강금속,전기전자,섬유,기계화학),상품중개,광업,채석업/하수처리 서비스/부동산 임대",1976-06-26,12월,김태형,http://www.gsgcorp.com,서울특별시,
118,7070,KOSPI,GS리테일,종합 소매업,"체인화 편의점,슈퍼마켓,마트,전자상거래/부동산(빌딩) 임대",2011-12-23,12월,"허연수, 김호성",http://www.gsretail.com,서울특별시,
119,78935,KOSPI,GS우,,,,,,,,
120,293180,KOSPI,HANARO 200,,,,,,,,
121,407310,KOSPI,HANARO 200 TOP10,,,,,,,,
122,332930,KOSPI,HANARO 200TR,,,,,,,,
123,304780,KOSPI,HANARO 200선물레버리지,,,,,,,,
124,306520,KOSPI,HANARO 200선물인버스,,,,,,,,
125,395290,KOSPI,HANARO Fn K-POP&미디어,,,,,,,,
126,395280,KOSPI,HANARO Fn K-게임,,,,,,,,
127,368190,KOSPI,HANARO Fn K-뉴딜디지털플러스,,,,,,,,
128,402460,KOSPI,HANARO Fn K-메타버스MZ,,,,,,,,
129,395270,KOSPI,HANARO Fn K-반도체,,,,,,,,
130,367740,KOSPI,HANARO Fn5G산업,,,,,,,,
131,407300,KOSPI,HANARO Fn골프테마,,,,,,,,
132,381560,KOSPI,HANARO Fn전기&수소차,,,,,,,,
133,381570,KOSPI,HANARO Fn친환경에너지,,,,,,,,
134,346000,KOSPI,HANARO KAP초장기국고채,,,,,,,,
135,304760,KOSPI,HANARO KRX300,,,,,,,,
136,404470,KOSPI,HANARO KRX기후변화솔루션,,,,,,,,
137,332940,KOSPI,HANARO MSCI Korea TR,,,,,,,,
138,322400,KOSPI,HANARO e커머스,,,,,,,,
139,322410,KOSPI,HANARO 고배당,,,,,,,,
140,354350,KOSPI,HANARO 글로벌럭셔리S&P(합성),,,,,,,,
141,401590,KOSPI,HANARO 글로벌탄소배출권선물ICE(합성),,,,,,,,
142,314700,KOSPI,HANARO 농업융복합산업,,,,,,,,
143,390950,KOSPI,HANARO 단기채권액티브,,,,,,,,
144,304770,KOSPI,HANARO 코스닥150,,,,,,,,
145,306530,KOSPI,HANARO 코스닥150선물레버리지,,,,,,,,
146,375760,KOSPI,HANARO 탄소효율그린뉴딜,,,,,,,,
147,297890,KOSDAQ,HB솔루션,특수 목적용 기계 제조업,"디스플레이 제조용 장비(도포기, 조립기, 검사기)",2020-06-22,12월,"이흥근, 이재원(공동 대표이사)",http://www.hb-solution.co.kr,충청남도,
148,78150,KOSDAQ,HB테크놀러지,특수 목적용 기계 제조업,TFT-LCD검사장비,2004-12-08,12월,문성준,http://www.ncbnet.co.kr,충청남도,
149,12630,KOSPI,HDC,기타 금융업,"토목공사,건축공사,아파트분양사업,재개발/재건축사업",1996-10-16,12월,"정몽규, 유병규",http://www.i-park.com,서울특별시,
150,39570,KOSPI,HDC랩스,전기 및 통신 공사업,"기계설비공사, 스마트홈, 지능형 빌딩, SOC",2015-09-24,12월,김성은,http://www.icontrols.co.kr,경기도,
151,89470,KOSPI,HDC현대EP,기타 화학제품 제조업,"합성수지(PP컴파운딩가공,자동차범퍼,내장제) 제조,도소매",2006-09-25,12월,정 중 규,http://www.hdc-hyundaiep.com/,충청남도,
152,294870,KOSPI,HDC현대산업개발,건물 건설업,"외주주택, 자체공사, 일반건축, 토목 등",2018-06-12,12월,"권순호, 정경구",http://www.hdc-dvp.com,서울특별시,
153,215620,KOSPI,HK S&P코리아로우볼,,,,,,,,
154,391670,KOSPI,HK 베스트일레븐액티브,,,,,,,,
155,391680,KOSPI,HK 하이볼액티브,,,,,,,,
156,195940,KOSDAQ,HK이노엔,의약품 제조업,"전문의약품, 숙취해소음료",2021-08-09,12월,강석희,http://www.inno-n.com,서울특별시,
157,11200,KOSPI,HMM,해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",1995-10-05,12월,배재훈,http://www.hmm21.com,서울특별시,
158,36640,KOSDAQ,HRS,합성고무 및 플라스틱 물질 제조업,실리콘 컴파운드제품 제조,2000-05-30,12월,김진성,http://www.hrssilicone.com,경기도,
159,82740,KOSPI,HSD엔진,일반 목적용 기계 제조업,"대형선박용엔진,내연발전엔진",2011-01-04,12월,고영열,http://www.hsdengine.com,경상남도,
160,75801BB4,KOSPI,IBK 국민참여정책형뉴딜 혼합자산 A,,,,,,,,
161,75802BB4,KOSPI,IBK 국민참여정책형뉴딜 혼합자산 C,,,,,,,,
162,335870,KOSDAQ,IBKS제12호스팩,금융 지원 서비스업,기타 금융업,2019-12-09,12월,이준규,,서울특별시,
163,351340,KOSDAQ,IBKS제13호스팩,금융 지원 서비스업,기업인수 및 합병,2020-07-15,12월,김강민,,서울특별시,
164,373200,KOSDAQ,IBKS제15호스팩,금융 지원 서비스업,기업 인수 합병,2021-02-26,12월,박광열,,서울특별시,
165,388790,KOSDAQ,IBKS제16호스팩,금융 지원 서비스업,금융 지원 서비스,2021-09-03,12월,전구택,http://www.ibks.com,서울특별시,
166,3560,KOSPI,IHQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","매니지먼트, 음반, 드라마 제작, 유료방송, 프로그램 공급, 광고대행",1973-12-18,12월,김형철,http://www.ihq.co.kr,서울특별시,
167,95340,KOSDAQ,ISC,전자부품 제조업,반도체테스트소켓,2007-10-01,12월,"김정렬, 김상욱 (각자 대표이사)",http://isc21.kr,경기도,
168,99520,KOSDAQ,ITX-AI,영상 및 음향기기 제조업,"DVR,유선통신기기 제조,무역/소프트웨어 자문,연구개발,기술용역",2009-12-22,12월,"박상열, 유건상 (각자 대표이사)",http://www.itxai.com,서울특별시,
169,175330,KOSPI,JB금융지주,기타 금융업,금융지주 회사,2013-07-18,12월,김기홍,http://www.jbfg.com,전라북도,
170,950170,KOSDAQ,JTC,종합 소매업,"식품류, 생활용품류, 화장품류 (사후면세업)",2018-04-06,02월,구철모,http://www.groupjtc.com/korean/,일본,
171,234080,KOSPI,JW생명과학,의약품 제조업,"기초수액, TPN, 특수수액, HEMO, 영양수액 등",2016-10-27,12월,차성남,http://www.jw-lifescience.co.kr,충청남도,
172,67290,KOSDAQ,JW신약,의약품 제조업,"매니큐어세트, 손톱깎이",2003-02-11,12월,백승호,http://www.cwsy.co.kr,서울특별시,
173,1060,KOSPI,JW중외제약,의약품 제조업,"수액제,소화기궤양치료제,항생제,항암제 제조,도매",1976-06-14,12월,"대표이사 신영섭, 이성열(각자 대표이사)",http://www.jw-pharma.co.kr,서울특별시,
174,1067,KOSPI,JW중외제약2우B,,,,,,,,
175,1065,KOSPI,JW중외제약우,,,,,,,,
176,96760,KOSPI,JW홀딩스,기타 금융업,의약품 수출입업,2007-07-31,12월,"이경하, 한성권",http://jw-holdings.co.kr,서울특별시,
177,35900,KOSDAQ,JYP Ent.,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음 관련 제품,2001-08-30,12월,정욱,http://www.jype.com,서울특별시,
178,580011,KOSPI,KB FnGuide 언택트 ETN,,,,,,,,
179,580030,KOSPI,KB KOSDAQ 150 선물 ETN,,,,,,,,
180,580028,KOSPI,KB KOSPI 200 선물 ETN,,,,,,,,
181,580013,KOSPI,KB KRX ESG Eco ETN,,,,,,,,
182,580010,KOSPI,KB Wise 분할매매 ETN,,,,,,,,
183,580025,KOSPI,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,,,,,,,,
184,580024,KOSPI,KB 레버리지 KRX BBIG K-뉴딜 ETN,,,,,,,,
185,580016,KOSPI,KB 레버리지 S&P 500 선물 ETN(H),,,,,,,,
186,580032,KOSPI,KB 레버리지 구리 선물 ETN(H),,,,,,,,
187,580022,KOSPI,KB 레버리지 금 선물 ETN(H),,,,,,,,
188,580015,KOSPI,KB 레버리지 나스닥 100 ETN,,,,,,,,
189,580026,KOSPI,KB 레버리지 은 선물 ETN(H),,,,,,,,
190,580018,KOSPI,KB 레버리지 항셍테크 선물 ETN(H),,,,,,,,
191,71901B96,KOSPI,KB 와이즈 스타 부동산 자 2 A,,,,,,,,
192,71902B96,KOSPI,KB 와이즈 스타 부동산 자 2 C-F,,,,,,,,
193,71903B96,KOSPI,KB 와이즈 스타 부동산 자 2 C-I,,,,,,,,
194,580017,KOSPI,KB 인버스 2X S&P 500 선물 ETN,,,,,,,,
195,580033,KOSPI,KB 인버스 2X 구리 선물 ETN(H),,,,,,,,
196,580023,KOSPI,KB 인버스 2X 금 선물 ETN(H),,,,,,,,
197,580014,KOSPI,KB 인버스 2X 나스닥 100 ETN,,,,,,,,
198,580027,KOSPI,KB 인버스 2X 은 선물 ETN(H),,,,,,,,
199,580019,KOSPI,KB 인버스 2X 항셍테크 선물 ETN,,,,,,,,
200,580031,KOSPI,KB 인버스 KOSDAQ150 선물 ETN,,,,,,,,
201,580029,KOSPI,KB 인버스 KOSPI 200 선물 ETN,,,,,,,,
202,580021,KOSPI,KB 인버스 천연가스 선물 ETN,,,,,,,,
203,580020,KOSPI,KB 천연가스 선물 ETN(H),,,,,,,,
204,58G638,KOSPI,KBG638삼성전자콜,,,,,,,,
205,58G639,KOSPI,KBG639삼성전자콜,,,,,,,,
206,58G640,KOSPI,KBG640삼성전자콜,,,,,,,,
207,58G641,KOSPI,KBG641삼성중콜,,,,,,,,
208,58GB15,KOSPI,KBGB15SK하이닉콜,,,,,,,,
209,58GB16,KOSPI,KBGB16삼성전자콜,,,,,,,,
210,58GB17,KOSPI,KBGB17셀트리온콜,,,,,,,,
211,58GB18,KOSPI,KBGB18삼성전자콜,,,,,,,,
212,58GB19,KOSPI,KBGB19삼성전자풋,,,,,,,,
213,58GD05,KOSPI,KBGD05LG화학콜,,,,,,,,
214,58GD06,KOSPI,KBGD06네이버콜,,,,,,,,
215,58GD07,KOSPI,KBGD07POSCO콜,,,,,,,,
216,58GD09,KOSPI,KBGD09SK하이닉콜,,,,,,,,
217,58GD10,KOSPI,KBGD10기아콜,,,,,,,,
218,58GD12,KOSPI,KBGD12롯데케미콜,,,,,,,,
219,58GD13,KOSPI,KBGD13삼성SDI콜,,,,,,,,
220,58GD14,KOSPI,KBGD14삼성바이콜,,,,,,,,
221,58GD15,KOSPI,KBGD15삼성전자콜,,,,,,,,
222,58GD17,KOSPI,KBGD17신한지주콜,,,,,,,,
223,58GD18,KOSPI,KBGD18아모레콜,,,,,,,,
224,58GD19,KOSPI,KBGD19한국항공콜,,,,,,,,
225,58GD20,KOSPI,KBGD20모비스콜,,,,,,,,
226,58GD21,KOSPI,KBGD21현대차콜,,,,,,,,
227,58GD22,KOSPI,KBGD22엘지디스콜,,,,,,,,
228,58GD23,KOSPI,KBGD23SK하이닉콜,,,,,,,,
229,58GD24,KOSPI,KBGD24기아콜,,,,,,,,
230,58GD25,KOSPI,KBGD25삼성물산콜,,,,,,,,
231,58GD26,KOSPI,KBGD26삼성전자콜,,,,,,,,
232,58GD27,KOSPI,KBGD27셀트리온콜,,,,,,,,
233,58GD28,KOSPI,KBGD28NC소프트콜,,,,,,,,
234,58GD29,KOSPI,KBGD29하나금융콜,,,,,,,,
235,58GD30,KOSPI,KBGD30현대차콜,,,,,,,,
236,58GD31,KOSPI,KBGD31삼성전자콜,,,,,,,,
237,58GD32,KOSPI,KBGD32카카오콜,,,,,,,,
238,58GD33,KOSPI,KBGD33하나금융콜,,,,,,,,
239,58GD34,KOSPI,KBGD34한국전력콜,,,,,,,,
240,58GD87,KOSPI,KBGD87엘지디스콜,,,,,,,,
241,58GD89,KOSPI,KBGD89엘지전자콜,,,,,,,,
242,58GD92,KOSPI,KBGD92LG화학콜,,,,,,,,
243,58GD95,KOSPI,KBGD95네이버콜,,,,,,,,
244,58GD97,KOSPI,KBGD97POSCO콜,,,,,,,,
245,58GE06,KOSPI,KBGE06기아콜,,,,,,,,
246,58GE26,KOSPI,KBGE26SK바이오콜,,,,,,,,
247,58GE31,KOSPI,KBGE31카카오콜,,,,,,,,
248,58GE33,KOSPI,KBGE33하나금융콜,,,,,,,,
249,58GE40,KOSPI,KBGE40모비스콜,,,,,,,,
250,58GE43,KOSPI,KBGE43현대차콜,,,,,,,,
251,58GE76,KOSPI,KBGE76KOSPI200콜,,,,,,,,
252,58GE77,KOSPI,KBGE77KOSPI200콜,,,,,,,,
253,58GE78,KOSPI,KBGE78KOSPI200콜,,,,,,,,
254,58GE79,KOSPI,KBGE79KOSPI200콜,,,,,,,,
255,58GE80,KOSPI,KBGE80KOSPI200콜,,,,,,,,
256,58GE81,KOSPI,KBGE81KOSPI200콜,,,,,,,,
257,58GE82,KOSPI,KBGE82KOSPI200콜,,,,,,,,
258,58GE83,KOSPI,KBGE83KOSPI200콜,,,,,,,,
259,58GE84,KOSPI,KBGE84KOSPI200콜,,,,,,,,
260,58GE85,KOSPI,KBGE85KOSPI200콜,,,,,,,,
261,58GE86,KOSPI,KBGE86KOSPI200콜,,,,,,,,
262,58GE87,KOSPI,KBGE87KOSPI200콜,,,,,,,,
263,58GE88,KOSPI,KBGE88KOSPI200콜,,,,,,,,
264,58GE89,KOSPI,KBGE89KOSPI200콜,,,,,,,,
265,58GE90,KOSPI,KBGE90KOSPI200콜,,,,,,,,
266,58GF71,KOSPI,KBGF71LG생건콜,,,,,,,,
267,58GF72,KOSPI,KBGF72엘지전자콜,,,,,,,,
268,58GF73,KOSPI,KBGF73LG화학콜,,,,,,,,
269,58GF74,KOSPI,KBGF74네이버콜,,,,,,,,
270,58GF75,KOSPI,KBGF75네이버콜,,,,,,,,
271,58GF76,KOSPI,KBGF76네이버풋,,,,,,,,
272,58GF77,KOSPI,KBGF77POSCO콜,,,,,,,,
273,58GF78,KOSPI,KBGF78SK콜,,,,,,,,
274,58GF79,KOSPI,KBGF79SK이노콜,,,,,,,,
275,58GF81,KOSPI,KBGF81SK하이닉콜,,,,,,,,
276,58GF82,KOSPI,KBGF82SK하이닉콜,,,,,,,,
